Source1	Source2	RuleID
374	374	6
195	195	5
380	380	6
291	291	6
141	141	6
151	151	6
447	447	6
202	202	6
279	279	6
306	306	6
345	345	6
74	74	6
312	312	6
120	120	6
391	391	6
294	294	6
77	77	6
15	15	6
29	29	6
130	130	6
440	440	6
323	323	5
12	12	6
14	14	6
52	52	6
347	347	5
355	355	6
311	311	6
468	468	6
50	50	6
33	33	6
106	106	6
127	127	6
309	309	5
416	416	6
484	484	6
91	91	6
260	260	6
265	265	6
446	446	6
284	284	6
131	131	6
34	34	6
9	9	6
16	16	6
119	119	6
209	209	6
286	286	6
84	84	6
341	341	6
375	375	5
243	243	6
392	392	6
371	371	6
423	423	6
404	404	6
53	53	6
54	54	5
95	95	6
405	405	6
314	314	6
394	394	6
197	197	6
208	208	6
62	62	6
19	19	6
37	37	6
42	42	6
46	46	6
421	421	6
458	458	6
353	353	6
140	140	6
143	143	6
244	244	6
462	462	6
145	145	6
162	162	6
337	337	6
301	301	6
429	429	6
94	94	6
121	121	6
299	299	6
494	494	6
168	168	6
360	360	6
376	376	6
263	263	6
364	364	6
490	490	6
216	216	6
45	45	6
242	242	5
289	289	5
89	89	6
384	384	5
281	281	6
382	382	6
58	58	6
66	66	6
134	134	6
117	117	6
249	249	6
475	475	6
223	223	6
235	235	6
287	287	6
465	465	6
349	349	6
269	269	6
336	336	6
319	319	6
356	356	6
40	40	6
431	431	6
239	239	6
82	82	6
96	96	6
385	385	6
495	495	6
44	44	6
146	146	6
252	252	6
190	190	6
342	342	6
152	152	6
158	158	6
203	203	6
335	335	6
476	476	6
133	133	6
69	69	6
10	10	6
11	11	6
21	21	6
83	83	6
174	174	6
178	178	6
183	183	6
452	452	6
497	497	6
232	232	6
264	264	6
419	419	6
201	201	6
432	432	6
276	276	6
443	443	6
221	221	6
167	167	6
418	418	5
474	474	6
182	182	5
93	93	6
211	211	6
267	267	5
428	428	6
466	466	5
115	115	6
313	313	6
316	316	6
308	308	6
422	422	5
359	359	6
125	125	6
102	102	6
65	65	6
150	150	6
300	300	5
357	357	6
358	358	6
98	98	6
184	184	6
148	148	6
467	467	6
236	236	6
461	461	6
108	108	6
23	23	6
379	379	6
426	426	6
403	403	6
274	274	6
297	297	6
187	187	6
237	237	6
425	425	6
460	460	6
448	448	6
457	457	6
255	255	6
478	478	6
132	132	6
170	170	6
247	247	5
352	352	6
27	27	6
202	227	4
227	202	4
156	202	4
202	156	4
156	227	4
227	156	4
310	416	4
416	310	4
28	134	4
134	28	4
9	255	4
255	9	4
94	344	4
344	94	4
109	378	4
378	109	4
144	398	4
398	144	4
28	296	4
296	28	4
164	413	6
413	164	6
124	265	5
265	124	5
134	296	4
296	134	4
135	374	6
374	135	6
