Source1	Source2	RuleID
4391	4391	6
1335	1335	6
4382	4382	6
4853	4853	6
1900	1900	6
1985	1985	6
4106	4106	6
3205	3205	6
4501	4501	6
4929	4929	6
930	930	6
4717	4717	6
1501	1501	6
2015	2015	6
2661	2661	6
2341	2341	6
3259	3259	6
4569	4569	6
335	335	6
847	847	6
1613	1613	6
2885	2885	6
2818	2818	6
4561	4561	6
2100	2100	6
2595	2595	5
3423	3423	6
3791	3791	6
1414	1414	6
299	299	6
143	143	6
304	304	6
490	490	6
2326	2326	6
600	600	6
2440	2440	6
3531	3531	5
2263	2263	6
4006	4006	6
2649	2649	6
3770	3770	6
1014	1014	6
1647	1647	6
2792	2792	6
2948	2948	6
1766	1766	6
1820	1820	6
3681	3681	6
675	675	6
397	397	6
854	854	6
2762	2762	6
4404	4404	6
3282	3282	6
858	858	5
2562	2562	6
4715	4715	6
710	710	6
1684	1684	6
2486	2486	6
3558	3558	6
3982	3982	5
4304	4304	6
2166	2166	6
2601	2601	6
4938	4938	6
1582	1582	6
4990	4990	6
3362	3362	6
4322	4322	6
2770	2770	6
3167	3167	6
1481	1481	6
3014	3014	6
3454	3454	6
2549	2549	6
2974	2974	6
4844	4844	6
1924	1924	6
2068	2068	6
4252	4252	5
2139	2139	6
2320	2320	5
3306	3306	6
1543	1543	6
907	907	6
972	972	5
4533	4533	6
555	555	6
4810	4810	6
2657	2657	6
4689	4689	6
2751	2751	6
628	628	6
2393	2393	6
2158	2158	6
1032	1032	6
615	615	6
210	210	6
171	171	6
2168	2168	6
4156	4156	5
4834	4834	6
2552	2552	6
4266	4266	6
3291	3291	6
2390	2390	6
102	102	6
252	252	6
325	325	6
2740	2740	6
3202	3202	6
4836	4836	6
3240	3240	6
4158	4158	6
861	861	6
990	990	6
3573	3573	6
3488	3488	6
306	306	6
4078	4078	6
1260	1260	6
2879	2879	6
3267	3267	5
4334	4334	6
574	574	6
718	718	6
1048	1048	6
2331	2331	6
2923	2923	6
821	821	6
2905	2905	6
4565	4565	6
1572	1572	6
4207	4207	6
4882	4882	6
4588	4588	6
3876	3876	6
20	20	6
282	282	6
446	446	6
1174	1174	6
2706	2706	6
1788	1788	6
2931	2931	6
970	970	6
2801	2801	6
3191	3191	6
1302	1302	6
768	768	6
881	881	5
1614	1614	6
4581	4581	6
4638	4638	6
4980	4980	6
4607	4607	6
4070	4070	6
1526	1526	6
2744	2744	6
4290	4290	6
2424	2424	6
2854	2854	5
3132	3132	6
4016	4016	6
4885	4885	6
2621	2621	6
4187	4187	6
2560	2560	6
1630	1630	6
1700	1700	6
1898	1898	6
1828	1828	6
824	824	6
2646	2646	6
2683	2683	6
4719	4719	6
1279	1279	5
2898	2898	6
4755	4755	6
2566	2566	6
805	805	6
419	419	6
1127	1127	6
1971	1971	6
694	694	6
262	262	6
797	797	6
3767	3767	5
4125	4125	6
4094	4094	6
1489	1489	6
3928	3928	6
3106	3106	6
3515	3515	6
3859	3859	6
4936	4936	6
2696	2696	6
786	786	6
3754	3754	6
1275	1275	6
312	312	6
1295	1295	6
2358	2358	5
4265	4265	6
4949	4949	6
1819	1819	6
2131	2131	6
1025	1025	6
3815	3815	6
2372	2372	5
561	561	6
233	233	6
87	87	6
183	183	6
398	398	6
1155	1155	6
1448	1448	6
3801	3801	6
1591	1591	6
2214	2214	5
3599	3599	6
3793	3793	6
3657	3657	6
3994	3994	6
4161	4161	6
3922	3922	6
2375	2375	6
4241	4241	6
3646	3646	6
4898	4898	6
1246	1246	6
4571	4571	6
3314	3314	6
3753	3753	6
1466	1466	6
2265	2265	6
4510	4510	6
2461	2461	6
2837	2837	6
2868	2868	6
3962	3962	6
4403	4403	6
2771	2771	6
951	951	6
2890	2890	6
3255	3255	6
349	349	6
882	882	6
2095	2095	6
4851	4851	6
3584	3584	6
4129	4129	6
2273	2273	6
2277	2277	6
1220	1220	6
4645	4645	6
1075	1075	6
1205	1205	5
3404	3404	6
2149	2149	6
1680	1680	6
2145	2145	6
937	937	6
1920	1920	6
3450	3450	6
4205	4205	5
1034	1034	6
588	588	5
3279	3279	5
3296	3296	6
1562	1562	6
3100	3100	6
4602	4602	6
4921	4921	6
3145	3145	6
4100	4100	6
1244	1244	6
1553	1553	6
4346	4346	6
3456	3456	6
4028	4028	6
131	131	6
146	146	6
546	546	6
3921	3921	6
2403	2403	6
3588	3588	6
1241	1241	6
1379	1379	6
1771	1771	6
4655	4655	6
2765	2765	6
2011	2011	6
1589	1589	6
4525	4525	6
2397	2397	6
2596	2596	6
4427	4427	6
4570	4570	6
1602	1602	6
545	545	6
2253	2253	6
3043	3043	6
2153	2153	6
3507	3507	6
4315	4315	6
379	379	6
427	427	6
1643	1643	6
2090	2090	6
4989	4989	6
4690	4690	6
2075	2075	6
2274	2274	5
2452	2452	6
1953	1953	6
1989	1989	6
1322	1322	6
2083	2083	6
3779	3779	6
4726	4726	6
1938	1938	6
2698	2698	6
4103	4103	6
2250	2250	6
3989	3989	5
4785	4785	5
3510	3510	6
4835	4835	6
293	293	6
669	669	5
1047	1047	6
1695	1695	6
3594	3594	6
2308	2308	6
2679	2679	6
3806	3806	6
3569	3569	6
1609	1609	6
4959	4959	6
1969	1969	6
4169	4169	6
1082	1082	6
2455	2455	6
2889	2889	6
1617	1617	6
3036	3036	6
3342	3342	6
2382	2382	6
1094	1094	6
346	346	6
120	120	6
336	336	6
1758	1758	6
25	25	6
218	218	5
584	584	6
4009	4009	6
3627	3627	6
4849	4849	6
4883	4883	5
3858	3858	6
1030	1030	6
1601	1601	5
320	320	6
2134	2134	6
665	665	6
888	888	6
2943	2943	6
4182	4182	6
1529	1529	6
1845	1845	5
2147	2147	6
4831	4831	6
3585	3585	6
1182	1182	6
1245	1245	6
1675	1675	6
2288	2288	6
3703	3703	6
4488	4488	6
4991	4991	6
4026	4026	6
4350	4350	6
3360	3360	6
4872	4872	5
2996	2996	6
1342	1342	6
1696	1696	6
3258	3258	6
632	632	6
1262	1262	5
3773	3773	6
4259	4259	6
3047	3047	6
1029	1029	6
4958	4958	6
3834	3834	6
4387	4387	6
1349	1349	6
4541	4541	6
4999	4999	6
1505	1505	6
2142	2142	5
4008	4008	6
3625	3625	6
2628	2628	6
1507	1507	5
1441	1441	5
635	635	5
162	162	6
4184	4184	6
936	936	6
1682	1682	6
2734	2734	6
3749	3749	6
4377	4377	6
3133	3133	6
493	493	6
1482	1482	6
3473	3473	6
4852	4852	5
3334	3334	6
777	777	6
76	76	6
284	284	6
910	910	6
3169	3169	6
2533	2533	6
2884	2884	6
521	521	5
3465	3465	6
4610	4610	6
3971	3971	6
4462	4462	6
3944	3944	6
12	12	6
2767	2767	6
4842	4842	6
815	815	6
1012	1012	6
33	33	6
115	115	6
138	138	6
2813	2813	6
1538	1538	5
4514	4514	6
3026	3026	6
4576	4576	5
3995	3995	6
2103	2103	6
748	748	6
921	921	6
4020	4020	6
2099	2099	6
3565	3565	6
1571	1571	6
3327	3327	6
1608	1608	5
928	928	6
1225	1225	6
606	606	6
1115	1115	6
4890	4890	6
2615	2615	6
3857	3857	6
1439	1439	6
4554	4554	6
3658	3658	6
3828	3828	5
2693	2693	6
2864	2864	6
2945	2945	6
4713	4713	6
2456	2456	6
1011	1011	6
4968	4968	6
2944	2944	6
3062	3062	6
4294	4294	6
3425	3425	6
1169	1169	6
2906	2906	6
623	623	6
268	268	5
318	318	6
393	393	6
420	420	6
1181	1181	6
1615	1615	6
1770	1770	6
1534	1534	6
1551	1551	6
1084	1084	6
1887	1887	6
2048	2048	6
4030	4030	6
4215	4215	6
783	783	6
1316	1316	6
1392	1392	6
3134	3134	5
3975	3975	6
2484	2484	6
3821	3821	6
3170	3170	6
1394	1394	6
1750	1750	6
4828	4828	6
1827	1827	6
3667	3667	6
4789	4789	6
4316	4316	6
1358	1358	6
4776	4776	6
4709	4709	6
3109	3109	6
4177	4177	6
1154	1154	5
1895	1895	6
1764	1764	6
4468	4468	5
2528	2528	6
3484	3484	6
1927	1927	6
3155	3155	6
2853	2853	6
2508	2508	6
905	905	6
402	402	6
678	678	6
3511	3511	6
4235	4235	6
3662	3662	6
2493	2493	6
585	585	6
3722	3722	6
2519	2519	5
1751	1751	6
1884	1884	6
358	358	6
1117	1117	6
4778	4778	5
1811	1811	6
1838	1838	6
2719	2719	6
3126	3126	6
1226	1226	6
1270	1270	6
2429	2429	6
3968	3968	6
4386	4386	6
4909	4909	6
1844	1844	6
2629	2629	6
1291	1291	6
3322	3322	6
3501	3501	6
2427	2427	6
1661	1661	6
4298	4298	6
2254	2254	6
1519	1519	6
738	738	6
3273	3273	6
3647	3647	6
4114	4114	6
1309	1309	6
3925	3925	6
680	680	6
702	702	6
62	62	6
1869	1869	6
3129	3129	6
2189	2189	6
2575	2575	6
4065	4065	6
4606	4606	6
2924	2924	6
1729	1729	6
2422	2422	6
3438	3438	6
793	793	6
3696	3696	6
3991	3991	6
1336	1336	6
3139	3139	6
1370	1370	6
1105	1105	6
409	409	6
3623	3623	6
740	740	6
224	224	6
23	23	6
58	58	6
2459	2459	6
1903	1903	6
4701	4701	6
1233	1233	5
2606	2606	6
3869	3869	6
4332	4332	6
1488	1488	6
581	581	6
594	594	6
1424	1424	6
975	975	6
3231	3231	6
2612	2612	6
4547	4547	6
4839	4839	6
4388	4388	6
2215	2215	6
3894	3894	6
4640	4640	6
2324	2324	6
155	155	6
3102	3102	6
3503	3503	6
4353	4353	6
1294	1294	6
1607	1607	6
1840	1840	6
4503	4503	6
437	437	6
1516	1516	6
1649	1649	6
3780	3780	6
3023	3023	6
2082	2082	6
2702	2702	6
634	634	6
2043	2043	6
3146	3146	6
3408	3408	6
1191	1191	6
4384	4384	6
2797	2797	6
3118	3118	6
4339	4339	6
956	956	6
603	603	6
192	192	6
188	188	6
100	100	6
376	376	6
2855	2855	6
950	950	6
3398	3398	6
4233	4233	6
359	359	6
1806	1806	6
2105	2105	6
1660	1660	6
2035	2035	6
2793	2793	6
1172	1172	5
1264	1264	6
3142	3142	6
4599	4599	6
1403	1403	5
2268	2268	5
250	250	6
229	229	6
3071	3071	6
1781	1781	6
3034	3034	6
901	901	6
3839	3839	6
2608	2608	5
3557	3557	6
1184	1184	6
1307	1307	6
3551	3551	6
4017	4017	6
2109	2109	6
3153	3153	6
965	965	6
593	593	5
1250	1250	5
3233	3233	6
1967	1967	6
1974	1974	6
2383	2383	6
1123	1123	6
4424	4424	6
3156	3156	6
1892	1892	6
4733	4733	6
2385	2385	6
714	714	6
401	401	6
3938	3938	5
2174	2174	5
2847	2847	6
1306	1306	6
4597	4597	6
2442	2442	6
4827	4827	6
1586	1586	6
454	454	6
324	324	6
345	345	6
2351	2351	6
3315	3315	6
1111	1111	6
2839	2839	6
3105	3105	6
4264	4264	6
4365	4365	6
3196	3196	6
4423	4423	6
850	850	6
3736	3736	6
955	955	6
356	356	6
2024	2024	6
4515	4515	5
1216	1216	6
4067	4067	5
2399	2399	6
2692	2692	6
3865	3865	6
843	843	6
857	857	6
2329	2329	6
3131	3131	6
4985	4985	6
2222	2222	6
4825	4825	6
3973	3973	6
526	526	6
774	774	6
2728	2728	6
2715	2715	6
3540	3540	6
4970	4970	6
357	357	6
254	254	6
67	67	6
156	156	6
392	392	6
711	711	6
933	933	6
2346	2346	6
3072	3072	6
4212	4212	6
2804	2804	6
790	790	6
982	982	6
1701	1701	6
1995	1995	6
679	679	6
2647	2647	6
4007	4007	6
1239	1239	6
1440	1440	6
4164	4164	5
2252	2252	6
4620	4620	6
291	291	6
2548	2548	5
4072	4072	6
3842	3842	6
1732	1732	6
2500	2500	6
2880	2880	6
591	591	5
778	778	6
440	440	6
458	458	6
3294	3294	5
3500	3500	6
4004	4004	5
4140	4140	6
4472	4472	6
1973	1973	6
2094	2094	6
3376	3376	6
571	571	5
2464	2464	6
1658	1658	6
1166	1166	6
145	145	6
221	221	6
2904	2904	6
4286	4286	6
4314	4314	6
2659	2659	6
3207	3207	6
4019	4019	6
3237	3237	6
4147	4147	6
4383	4383	6
3040	3040	6
3589	3589	6
4910	4910	6
241	241	6
2935	2935	6
1911	1911	6
4656	4656	6
2674	2674	6
4982	4982	6
2558	2558	6
1622	1622	6
1678	1678	6
2667	2667	5
2476	2476	6
2835	2835	6
4951	4951	6
1033	1033	6
1159	1159	5
1381	1381	6
4935	4935	6
4706	4706	6
1793	1793	6
863	863	6
178	178	6
4675	4675	6
998	998	6
1536	1536	6
4385	4385	5
3175	3175	6
2246	2246	6
3856	3856	6
2776	2776	6
658	658	6
979	979	6
2299	2299	6
3157	3157	6
1100	1100	6
234	234	6
94	94	6
223	223	6
3111	3111	6
827	827	6
3769	3769	6
4914	4914	6
1194	1194	6
1293	1293	6
2360	2360	6
2950	2950	6
3262	3262	6
3577	3577	6
4784	4784	6
2387	2387	5
3889	3889	6
4973	4973	6
1596	1596	6
2713	2713	6
865	865	6
762	762	6
2064	2064	6
2262	2262	6
2119	2119	6
3059	3059	6
4405	4405	6
4490	4490	6
2009	2009	6
2831	2831	6
776	776	6
508	508	6
572	572	6
1087	1087	5
1341	1341	6
4731	4731	6
1366	1366	6
4064	4064	6
1160	1160	6
2122	2122	6
4168	4168	6
2705	2705	6
3426	3426	6
4967	4967	6
3680	3680	6
4474	4474	6
1683	1683	6
4644	4644	6
4214	4214	5
767	767	6
1645	1645	6
3046	3046	6
2184	2184	6
2249	2249	6
1221	1221	6
4465	4465	6
2968	2968	6
4845	4845	6
170	170	6
1228	1228	6
3992	3992	6
2531	2531	5
4729	4729	6
3826	3826	5
1539	1539	6
2827	2827	6
2616	2616	6
4704	4704	6
3406	3406	6
3634	3634	6
3471	3471	6
1703	1703	6
1114	1114	6
1504	1504	6
1651	1651	5
3892	3892	5
2032	2032	6
2598	2598	6
1784	1784	6
1902	1902	6
3361	3361	6
3459	3459	6
4684	4684	5
3567	3567	6
3159	3159	6
1564	1564	6
2243	2243	6
4202	4202	5
3302	3302	6
1455	1455	6
2604	2604	6
2814	2814	6
4459	4459	6
1833	1833	5
3265	3265	6
4483	4483	6
3344	3344	6
2934	2934	6
4345	4345	6
3693	3693	6
4585	4585	6
1345	1345	6
3913	3913	6
3743	3743	6
3916	3916	6
4449	4449	6
1839	1839	6
3331	3331	6
3906	3906	6
2212	2212	6
1447	1447	6
330	330	6
1203	1203	6
3389	3389	6
3808	3808	6
1006	1006	6
3032	3032	6
4996	4996	6
2275	2275	6
2330	2330	6
547	547	6
98	98	6
348	348	6
1413	1413	6
691	691	6
2133	2133	6
417	417	6
1334	1334	6
4218	4218	5
3811	3811	6
923	923	5
1856	1856	6
4127	4127	6
3384	3384	6
3783	3783	6
3741	3741	6
3038	3038	5
1324	1324	6
430	430	6
70	70	6
47	47	6
73	73	6
1038	1038	6
3013	3013	6
3742	3742	6
728	728	6
917	917	6
2154	2154	6
2405	2405	6
2181	2181	6
2128	2128	6
2453	2453	6
3447	3447	6
2359	2359	5
2045	2045	6
2116	2116	5
3353	3353	5
3138	3138	6
279	279	6
1743	1743	6
4113	4113	6
2918	2918	6
2488	2488	6
