Source1	Source2	RuleID
2727	2727	6
1372	1372	6
3174	3174	6
4174	4174	6
573	573	6
104	104	5
4774	4774	6
3664	3664	6
4220	4220	6
3957	3957	6
3699	3699	6
1521	1521	6
2784	2784	6
4253	4253	6
3690	3690	6
4209	4209	6
3187	3187	6
3848	3848	6
3547	3547	6
3335	3335	6
160	160	6
80	80	6
96	96	6
159	159	6
3247	3247	6
3527	3527	5
4355	4355	6
3358	3358	6
859	859	6
1464	1464	5
2209	2209	5
1267	1267	6
1249	1249	6
729	729	6
829	829	6
1981	1981	5
2557	2557	6
4454	4454	6
4880	4880	6
2240	2240	6
1367	1367	5
2708	2708	6
3074	3074	6
2258	2258	6
4081	4081	6
4594	4594	5
911	911	6
947	947	6
2849	2849	6
1778	1778	5
991	991	6
1080	1080	6
1931	1931	6
296	296	6
429	429	6
3598	3598	6
3065	3065	6
3525	3525	6
4573	4573	6
3522	3522	6
4211	4211	6
3672	3672	6
3758	3758	6
3104	3104	6
1411	1411	6
1812	1812	6
673	673	6
681	681	6
3648	3648	6
1108	1108	6
4460	4460	6
3323	3323	6
2067	2067	6
559	559	6
1319	1319	6
1993	1993	6
3316	3316	6
3412	3412	6
3920	3920	5
3020	3020	6
3593	3593	6
4930	4930	6
1214	1214	6
1300	1300	6
2237	2237	6
4458	4458	6
4590	4590	6
4519	4519	6
596	596	6
492	492	6
3197	3197	6
4344	4344	6
1712	1712	6
3179	3179	6
3388	3388	6
618	618	6
1524	1524	6
3537	3537	6
1761	1761	6
498	498	6
122	122	6
4531	4531	6
3765	3765	6
327	327	6
337	337	6
761	761	6
4667	4667	6
4229	4229	6
3609	3609	6
3874	3874	5
4751	4751	6
617	617	6
4261	4261	6
422	422	5
434	434	6
3790	3790	6
4097	4097	5
1040	1040	6
4863	4863	6
1905	1905	6
457	457	6
580	580	6
2609	2609	6
2013	2013	5
4730	4730	6
663	663	5
1331	1331	5
3320	3320	6
3704	3704	6
3870	3870	6
1725	1725	6
2952	2952	6
126	126	5
247	247	5
4082	4082	6
3340	3340	6
60	60	6
134	134	6
1446	1446	6
1442	1442	5
2110	2110	6
3086	3086	6
3288	3288	6
4758	4758	6
1633	1633	6
3853	3853	6
4837	4837	6
2409	2409	6
566	566	6
605	605	6
4232	4232	6
3442	3442	6
4141	4141	6
1346	1346	6
3185	3185	6
4793	4793	6
2589	2589	6
3960	3960	6
4208	4208	6
3460	3460	6
4120	4120	6
2104	2104	6
1049	1049	6
3804	3804	6
2499	2499	6
3226	3226	6
3919	3919	6
4869	4869	6
2688	2688	6
1544	1544	6
2695	2695	5
4042	4042	6
2672	2672	6
1997	1997	6
1259	1259	6
683	683	6
2059	2059	6
4282	4282	6
4074	4074	6
2821	2821	6
3548	3548	6
4962	4962	6
4406	4406	6
2260	2260	6
772	772	6
3959	3959	6
2321	2321	6
2733	2733	6
1832	1832	6
2266	2266	6
3502	3502	5
4077	4077	6
2925	2925	6
1383	1383	6
698	698	6
475	475	6
522	522	6
3055	3055	6
2468	2468	6
3560	3560	6
3796	3796	6
1663	1663	6
1707	1707	6
255	255	6
1031	1031	6
1434	1434	6
3847	3847	6
2607	2607	6
4494	4494	6
3559	3559	6
4352	4352	6
2631	2631	6
413	413	6
1318	1318	6
4102	4102	6
1659	1659	6
2910	2910	6
3235	3235	6
3064	3064	6
1720	1720	6
1492	1492	6
463	463	6
300	300	5
124	124	5
1453	1453	6
4040	4040	5
3449	3449	6
3997	3997	6
4708	4708	6
3893	3893	6
1580	1580	5
1652	1652	6
4707	4707	6
2223	2223	6
3597	3597	6
3566	3566	6
1051	1051	6
4400	4400	6
4614	4614	6
136	136	6
206	206	6
3825	3825	6
1272	1272	6
3494	3494	6
3984	3984	6
2907	2907	6
3035	3035	6
4206	4206	6
1975	1975	6
1056	1056	6
4862	4862	6
1673	1673	6
2287	2287	6
4714	4714	5
2205	2205	6
2463	2463	6
3352	3352	6
3896	3896	6
2204	2204	6
1063	1063	6
750	750	6
1016	1016	5
452	452	6
462	462	6
3041	3041	6
601	601	6
739	739	6
2362	2362	6
4818	4818	6
2367	2367	6
3166	3166	6
4398	4398	6
3357	3357	6
4558	4558	6
1484	1484	6
2979	2979	6
1046	1046	6
2737	2737	6
4279	4279	5
1144	1144	6
389	389	6
18	18	6
4342	4342	6
513	513	6
818	818	6
993	993	6
3788	3788	6
4401	4401	6
2041	2041	6
4928	4928	6
1189	1189	5
4628	4628	6
1735	1735	6
833	833	6
1950	1950	5
3003	3003	6
2076	2076	6
2525	2525	6
1427	1427	6
4948	4948	6
4527	4527	6
4577	4577	6
3596	3596	6
4195	4195	6
2129	2129	6
4772	4772	6
3045	3045	5
1229	1229	6
1406	1406	6
2642	2642	6
1126	1126	6
2966	2966	6
2333	2333	6
3489	3489	6
4303	4303	6
1171	1171	6
4	4	6
404	404	6
495	495	6
4390	4390	6
978	978	6
1288	1288	6
575	575	5
943	943	5
1405	1405	6
3378	3378	6
2521	2521	6
4166	4166	6
4765	4765	6
4035	4035	6
1192	1192	6
1549	1549	6
3988	3988	6
483	483	6
1893	1893	6
2870	2870	6
4185	4185	6
2164	2164	6
2633	2633	6
3397	3397	6
2680	2680	6
3208	3208	6
1086	1086	6
4461	4461	6
2366	2366	5
4654	4654	5
3470	3470	5
2546	2546	6
898	898	6
1023	1023	6
1648	1648	6
3698	3698	6
2132	2132	6
319	319	6
2882	2882	6
3113	3113	6
2755	2755	6
3225	3225	6
4044	4044	6
3509	3509	6
4734	4734	6
3195	3195	6
4665	4665	6
3631	3631	6
4112	4112	6
3674	3674	5
2276	2276	6
2462	2462	6
1073	1073	6
1365	1365	6
2438	2438	6
2756	2756	6
3192	3192	6
3303	3303	6
4648	4648	6
485	485	6
497	497	6
2962	2962	6
3659	3659	6
2176	2176	6
1001	1001	6
1922	1922	6
2739	2739	6
3413	3413	6
29	29	6
2171	2171	6
1934	1934	6
3592	3592	5
4452	4452	6
552	552	6
1266	1266	6
2384	2384	6
3655	3655	6
1333	1333	6
1454	1454	6
3629	3629	6
213	213	6
55	55	6
83	83	6
3897	3897	6
3977	3977	6
2138	2138	6
142	142	6
286	286	6
2454	2454	6
4603	4603	6
3720	3720	6
3877	3877	6
2977	2977	6
4484	4484	6
3094	3094	6
2101	2101	6
4145	4145	6
3744	3744	5
1463	1463	6
1679	1679	6
507	507	6
1415	1415	6
2973	2973	6
3587	3587	6
2828	2828	6
4624	4624	6
1670	1670	6
3640	3640	6
3154	3154	5
3748	3748	6
2748	2748	6
1625	1625	6
1667	1667	6
2845	2845	6
4018	4018	6
3076	3076	6
2415	2415	6
3812	3812	6
4544	4544	6
2851	2851	6
275	275	6
4029	4029	6
4766	4766	6
1698	1698	6
4154	4154	6
1801	1801	5
4685	4685	6
3008	3008	6
3399	3399	6
2987	2987	6
1786	1786	6
640	640	6
4560	4560	6
3728	3728	6
1573	1573	6
4199	4199	6
2322	2322	6
1207	1207	6
243	243	6
28	28	6
38	38	5
4895	4895	5
1644	1644	6
2198	2198	5
664	664	6
1101	1101	6
1077	1077	6
2593	2593	6
2460	2460	6
2537	2537	6
2506	2506	6
988	988	6
46	46	6
54	54	5
1885	1885	6
3027	3027	6
2336	2336	6
2172	2172	6
381	381	6
1588	1588	6
1872	1872	6
2690	2690	6
2937	2937	6
1858	1858	6
1069	1069	6
1813	1813	6
1592	1592	6
4047	4047	6
1475	1475	6
548	548	6
1545	1545	5
1061	1061	6
447	447	6
168	168	6
3490	3490	6
1378	1378	5
1532	1532	6
3051	3051	6
1566	1566	6
2038	2038	6
4369	4369	6
3375	3375	6
172	172	6
89	89	6
477	477	6
1901	1901	6
3266	3266	6
4833	4833	6
4092	4092	6
2148	2148	6
4520	4520	6
4803	4803	6
1951	1951	5
1996	1996	6
3218	3218	6
2933	2933	6
1240	1240	5
734	734	6
3281	3281	5
3911	3911	6
4031	4031	6
954	954	6
1579	1579	6
1719	1719	6
2089	2089	6
2865	2865	6
803	803	6
925	925	6
1850	1850	6
1071	1071	5
3275	3275	6
3549	3549	6
3410	3410	6
4326	4326	6
4941	4941	5
2540	2540	6
1198	1198	6
760	760	6
265	265	6
757	757	6
1632	1632	6
4913	4913	6
4222	4222	6
4493	4493	6
2192	2192	6
2451	2451	6
1457	1457	6
2758	2758	6
3260	3260	6
3396	3396	6
4703	4703	5
4723	4723	6
4522	4522	6
2663	2663	6
4084	4084	6
4247	4247	6
909	909	6
1054	1054	6
4722	4722	6
4904	4904	6
3238	3238	6
2563	2563	6
3190	3190	6
4881	4881	6
1483	1483	6
1531	1531	6
4260	4260	6
1310	1310	6
2381	2381	6
4221	4221	6
1404	1404	6
721	721	6
1037	1037	6
1821	1821	6
4000	4000	6
4150	4150	6
3653	3653	5
4699	4699	6
4537	4537	5
4884	4884	6
2066	2066	6
2354	2354	6
1478	1478	5
2534	2534	6
3880	3880	6
4402	4402	6
2710	2710	6
1919	1919	6
4498	4498	5
2938	2938	6
4399	4399	6
769	769	5
2588	2588	6
123	123	6
152	152	6
181	181	6
784	784	6
1285	1285	6
2725	2725	6
4052	4052	6
3707	3707	6
2477	2477	6
3716	3716	6
3782	3782	6
1437	1437	6
3084	3084	6
4425	4425	6
2832	2832	6
3474	3474	6
2317	2317	5
899	899	6
2420	2420	5
4744	4744	6
4532	4532	6
489	489	6
2051	2051	6
3771	3771	6
4769	4769	6
3986	3986	6
2231	2231	6
2272	2272	6
4321	4321	6
1795	1795	6
2873	2873	6
3163	3163	6
959	959	6
4509	4509	6
1128	1128	6
97	97	6
464	464	6
4375	4375	6
3899	3899	6
4348	4348	6
812	812	6
1432	1432	6
65	65	6
74	74	6
432	432	6
1179	1179	6
2594	2594	6
4612	4612	6
2920	2920	6
1966	1966	6
3723	3723	6
4504	4504	6
1982	1982	6
1119	1119	6
4915	4915	6
765	765	6
2746	2746	6
3280	3280	6
4075	4075	6
4622	4622	6
2102	2102	6
2636	2636	6
2639	2639	6
3176	3176	6
873	873	6
144	144	6
258	258	6
1231	1231	6
4917	4917	6
2492	2492	6
794	794	6
884	884	6
4146	4146	6
2065	2065	6
3114	3114	6
504	504	6
940	940	6
1097	1097	6
1045	1045	5
3151	3151	6
4034	4034	6
2718	2718	6
2970	2970	6
782	782	6
2764	2764	6
2479	2479	6
2842	2842	5
4243	4243	6
4359	4359	6
3015	3015	5
973	973	5
1332	1332	6
2080	2080	6
2619	2619	6
1925	1925	6
2296	2296	6
4453	4453	6
4871	4871	5
2982	2982	6
3852	3852	5
2838	2838	6
701	701	6
730	730	6
3241	3241	6
1918	1918	6
3553	3553	6
3439	3439	6
1377	1377	6
1598	1598	6
4085	4085	6
4011	4011	5
2614	2614	6
3564	3564	6
3929	3929	6
1028	1028	6
1351	1351	6
2881	2881	6
4337	4337	6
696	696	6
227	227	6
520	520	6
1050	1050	6
2072	2072	6
4277	4277	6
1129	1129	6
2658	2658	6
3562	3562	6
1635	1635	6
968	968	5
4003	4003	6
4975	4975	6
2188	2188	6
3149	3149	6
2433	2433	5
2289	2289	6
478	478	6
3884	3884	6
3448	3448	6
4984	4984	6
622	622	6
3603	3603	6
4137	4137	5
4054	4054	6
1015	1015	6
2085	2085	6
4897	4897	6
4302	4302	6
638	638	6
50	50	6
480	480	6
1252	1252	6
4634	4634	5
4360	4360	6
1374	1374	5
2869	2869	5
1604	1604	6
819	819	6
1979	1979	6
1578	1578	6
3918	3918	6
543	543	6
967	967	6
3033	3033	6
4832	4832	6
1186	1186	6
2127	2127	6
2211	2211	6
1711	1711	6
817	817	6
3232	3232	6
3879	3879	6
1843	1843	6
2685	2685	6
743	743	6
35	35	6
725	725	6
4198	4198	6
1823	1823	5
2753	2753	6
655	655	6
2314	2314	6
892	892	6
4244	4244	6
4743	4743	6
4392	4392	6
4548	4548	6
4024	4024	6
4650	4650	6
629	629	6
727	727	6
639	639	6
45	45	6
190	190	6
248	248	5
4500	4500	6
3407	3407	6
450	450	6
2611	2611	6
2673	2673	6
2630	2630	6
3541	3541	6
1785	1785	6
4626	4626	6
3356	3356	6
1236	1236	6
2291	2291	6
4633	4633	6
4089	4089	6
2478	2478	6
1886	1886	6
2026	2026	6
1248	1248	6
915	915	6
2406	2406	6
2939	2939	5
4203	4203	6
1083	1083	6
3688	3688	6
4756	4756	6
1022	1022	6
785	785	6
789	789	6
1390	1390	6
2887	2887	6
932	932	6
1978	1978	6
2030	2030	6
564	564	6
196	196	6
354	354	5
2956	2956	6
3019	3019	6
1435	1435	5
1530	1530	6
3385	3385	6
4875	4875	6
4627	4627	6
1626	1626	5
2951	2951	6
37	37	6
277	277	6
2042	2042	6
3534	3534	5
6	6	5
7	7	6
8	8	6
889	889	6
1540	1540	5
2093	2093	6
4234	4234	6
4961	4961	6
3419	3419	6
3687	3687	6
4529	4529	6
1847	1847	6
2535	2535	6
3343	3343	6
4815	4815	6
1500	1500	6
3632	3632	5
4069	4069	6
1815	1815	5
2365	2365	6
1376	1376	6
2368	2368	6
2583	2583	6
4005	4005	6
4397	4397	5
4847	4847	5
2407	2407	6
1409	1409	6
801	801	6
3967	3967	6
3999	3999	6
4226	4226	6
4888	4888	5
3497	3497	6
322	322	6
1327	1327	6
1737	1737	6
1624	1624	6
2402	2402	6
3486	3486	6
2551	2551	6
983	983	6
3431	3431	6
3841	3841	5
1559	1559	6
2135	2135	5
1805	1805	6
567	567	6
619	619	6
1940	1940	6
2618	2618	6
4336	4336	6
4117	4117	6
4786	4786	5
3649	3649	6
3678	3678	6
723	723	6
763	763	6
1568	1568	6
1794	1794	6
2126	2126	6
4732	4732	6
2196	2196	5
352	352	6
15	15	6
245	245	6
249	249	6
369	369	6
1961	1961	6
1170	1170	6
1653	1653	6
2554	2554	6
3244	3244	6
340	340	6
3539	3539	6
3861	3861	6
4535	4535	6
53	53	6
3326	3326	6
1897	1897	6
3082	3082	6
609	609	6
913	913	6
3654	3654	6
764	764	6
779	779	6
1312	1312	6
1749	1749	6
4428	4428	6
2496	2496	6
4819	4819	5
4858	4858	6
948	948	5
3862	3862	6
4139	4139	6
3017	3017	6
3400	3400	6
958	958	6
676	676	6
589	589	6
1757	1757	6
1120	1120	6
4556	4556	6
1797	1797	5
3250	3250	6
4319	4319	6
4662	4662	6
720	720	6
927	927	6
1078	1078	6
1139	1139	6
3430	3430	6
1197	1197	6
1752	1752	6
4821	4821	6
4937	4937	6
2867	2867	5
3477	3477	6
4347	4347	5
1842	1842	6
2169	2169	6
3249	3249	6
602	602	6
510	510	6
2028	2028	6
4979	4979	6
1798	1798	6
2677	2677	6
2213	2213	6
3850	3850	6
4411	4411	6
1237	1237	6
1685	1685	6
2916	2916	6
2947	2947	6
3755	3755	6
2220	2220	6
3546	3546	6
4593	4593	5
845	845	6
1103	1103	5
2763	2763	6
3284	3284	6
4711	4711	5
1736	1736	6
4621	4621	6
1320	1320	6
3337	3337	5
2899	2899	6
1389	1389	6
577	577	5
342	342	6
578	578	6
1459	1459	6
3514	3514	6
4240	4240	6
1574	1574	6
4476	4476	6
1132	1132	5
2185	2185	6
3054	3054	6
4583	4583	6
2278	2278	5
610	610	6
3198	3198	6
3236	3236	6
3002	3002	6
1092	1092	6
1188	1188	6
2498	2498	6
1913	1913	6
2703	2703	5
4255	4255	6
3234	3234	5
1007	1007	6
533	533	5
2517	2517	6
2780	2780	6
1122	1122	6
3818	3818	6
2232	2232	6
2247	2247	6
2293	2293	6
1125	1125	6
705	705	6
3996	3996	6
1134	1134	6
1556	1556	6
4448	4448	6
2106	2106	6
4663	4663	6
3057	3057	6
4181	4181	6
4325	4325	6
4598	4598	6
2380	2380	6
885	885	6
949	949	6
2530	2530	5
3042	3042	6
2572	2572	5
3110	3110	6
1283	1283	6
737	737	6
353	353	6
130	130	6
105	105	6
3206	3206	5
3910	3910	6
756	756	6
2573	2573	6
501	501	6
2550	2550	6
2267	2267	6
2524	2524	6
682	682	6
412	412	6
1339	1339	6
2025	2025	6
4135	4135	6
3049	3049	6
3325	3325	6
4036	4036	6
1941	1941	5
2137	2137	6
931	931	6
2707	2707	6
1740	1740	6
3080	3080	6
3498	3498	6
2088	2088	6
4553	4553	6
2000	2000	6
474	474	6
17	17	6
19	19	6
1385	1385	5
4231	4231	6
3370	3370	6
3756	3756	6
4041	4041	6
1935	1935	5
2039	2039	6
2195	2195	6
3446	3446	6
4912	4912	6
2515	2515	6
1618	1618	6
4854	4854	5
4856	4856	6
2016	2016	6
2021	2021	6
3424	3424	6
4660	4660	6
3485	3485	6
1677	1677	6
1223	1223	6
3382	3382	6
2244	2244	6
400	400	6
1597	1597	6
4194	4194	6
3160	3160	6
624	624	6
305	305	6
1286	1286	6
3883	3883	5
3676	3676	6
1802	1802	6
4071	4071	6
4408	4408	6
2170	2170	6
2568	2568	6
4771	4771	6
4798	4798	6
1824	1824	6
987	987	6
4580	4580	6
733	733	5
4246	4246	6
1650	1650	6
3309	3309	6
4104	4104	6
4933	4933	6
4379	4379	5
944	944	6
375	375	5
544	544	6
2892	2892	6
4196	4196	6
4528	4528	6
1937	1937	6
3287	3287	6
1355	1355	6
4934	4934	5
2162	2162	6
1926	1926	6
826	826	6
841	841	6
3121	3121	6
2547	2547	6
2978	2978	6
1018	1018	6
2234	2234	5
367	367	6
141	141	6
176	176	6
3726	3726	6
3628	3628	6
1036	1036	6
4682	4682	6
4223	4223	6
2316	2316	6
3394	3394	6
1363	1363	6
470	470	6
2141	2141	6
4055	4055	6
4824	4824	6
576	576	6
1410	1410	6
1912	1912	6
2229	2229	5
539	539	6
290	290	6
444	444	6
1209	1209	6
2061	2061	6
4464	4464	6
4931	4931	6
3601	3601	6
3970	3970	6
4811	4811	5
3031	3031	6
3591	3591	6
3427	3427	6
1948	1948	6
2783	2783	6
3364	3364	6
3297	3297	6
4754	4754	6
3075	3075	6
1876	1876	6
3201	3201	6
3093	3093	6
4759	4759	6
3873	3873	6
4257	4257	6
4696	4696	6
1882	1882	6
1212	1212	6
3058	3058	6
3491	3491	6
1511	1511	6
866	866	6
82	82	6
95	95	6
239	239	6
441	441	6
4133	4133	6
3418	3418	6
4925	4925	6
1808	1808	6
2691	2691	6
1000	1000	6
1590	1590	6
4724	4724	6
1768	1768	6
2302	2302	6
2730	2730	6
2482	2482	6
659	659	6
4482	4482	6
868	868	6
273	273	6
4280	4280	6
3004	3004	6
3643	3643	6
872	872	6
4802	4802	6
2448	2448	6
1147	1147	6
225	225	6
246	246	6
1387	1387	6
3974	3974	6
4363	4363	6
3381	3381	6
4820	4820	6
2434	2434	6
684	684	5
1242	1242	6
1762	1762	6
4079	4079	6
4083	4083	6
2823	2823	6
4647	4647	6
4876	4876	5
3221	3221	5
699	699	6
133	133	6
182	182	5
315	315	6
415	415	6
1991	1991	6
2121	2121	6
2676	2676	6
1710	1710	6
428	428	6
1176	1176	6
3946	3946	6
4630	4630	6
3177	3177	6
3189	3189	6
1138	1138	6
1509	1509	6
4720	4720	6
2922	2922	6
3475	3475	6
2722	2722	6
2799	2799	6
2389	2389	6
2581	2581	6
4099	4099	6
2637	2637	6
2686	2686	6
3367	3367	6
2957	2957	6
3194	3194	6
4788	4788	6
3581	3581	6
1230	1230	6
2208	2208	6
771	771	6
887	887	6
4775	4775	5
3890	3890	5
4045	4045	6
1317	1317	6
1733	1733	6
2233	2233	6
4692	4692	6
2206	2206	6
1817	1817	6
3881	3881	6
3738	3738	6
2990	2990	6
3437	3437	6
1826	1826	6
586	586	6
326	326	6
1717	1717	6
4021	4021	6
4433	4433	6
1428	1428	6
1984	1984	6
3784	3784	6
4608	4608	5
1787	1787	6
3600	3600	6
2003	2003	6
2327	2327	6
2150	2150	6
302	302	5
2497	2497	6
3898	3898	6
2914	2914	6
3085	3085	6
626	626	6
2518	2518	6
107	107	6
2197	2197	6
2632	2632	6
4676	4676	6
3575	3575	6
4868	4868	6
4238	4238	5
860	860	6
1581	1581	6
4327	4327	6
476	476	6
1861	1861	6
2791	2791	6
4664	4664	6
2144	2144	6
4046	4046	6
3727	3727	6
1561	1561	6
3417	3417	6
3464	3464	6
4799	4799	5
3052	3052	6
4012	4012	6
708	708	6
110	110	6
128	128	6
1730	1730	6
488	488	6
1010	1010	6
4543	4543	6
4412	4412	6
2350	2350	6
2577	2577	6
2687	2687	6
32	32	6
2029	2029	6
377	377	6
1352	1352	6
4691	4691	6
4899	4899	6
4986	4986	6
1491	1491	6
4903	4903	6
2875	2875	6
3940	3940	5
2580	2580	6
203	203	6
71	71	5
512	512	5
1238	1238	6
2510	2510	6
751	751	6
3073	3073	6
2862	2862	6
4695	4695	6
481	481	6
2511	2511	6
2155	2155	6
163	163	6
180	180	6
439	439	5
3199	3199	6
2118	2118	6
4943	4943	6
4964	4964	6
465	465	6
1195	1195	6
2334	2334	6
1987	1987	6
3200	3200	6
431	431	6
831	831	6
2097	2097	6
4562	4562	6
1774	1774	6
2343	2343	6
3248	3248	6
4308	4308	6
692	692	6
1583	1583	6
4481	4481	6
3274	3274	6
4254	4254	6
4783	4783	6
1697	1697	6
524	524	6
570	570	6
4239	4239	6
4507	4507	6
3518	3518	6
3590	3590	6
625	625	6
1005	1005	6
2529	2529	5
919	919	6
36	36	6
43	43	5
416	416	6
823	823	6
1421	1421	6
2491	2491	6
4669	4669	6
4284	4284	6
2315	2315	6
3955	3955	6
3140	3140	6
1655	1655	6
2173	2173	6
1107	1107	6
1535	1535	5
1831	1831	6
2257	2257	6
1431	1431	6
2900	2900	6
4916	4916	6
2830	2830	6
3487	3487	6
3781	3781	6
3392	3392	5
4526	4526	6
759	759	6
3285	3285	6
1498	1498	6
3529	3529	6
4480	4480	6
3307	3307	6
1990	1990	6
568	568	6
2062	2062	6
4148	4148	6
1641	1641	6
4323	4323	6
719	719	6
288	288	6
496	496	6
651	651	6
1631	1631	6
4293	4293	6
4306	4306	6
4806	4806	6
4631	4631	6
2860	2860	6
1782	1782	6
1889	1889	6
2738	2738	6
3468	3468	6
1467	1467	6
3901	3901	6
2309	2309	6
3641	3641	6
3752	3752	6
3135	3135	6
842	842	6
4010	4010	6
4611	4611	6
4894	4894	6
3101	3101	6
3324	3324	5
1066	1066	6
1151	1151	6
1506	1506	6
3171	3171	6
3293	3293	6
862	862	6
648	648	6
2902	2902	6
2980	2980	6
3570	3570	6
4807	4807	5
935	935	6
443	443	6
814	814	6
4596	4596	6
2373	2373	6
3458	3458	6
627	627	6
1141	1141	5
3932	3932	6
4373	4373	6
1068	1068	6
4538	4538	6
3021	3021	6
4393	4393	6
1690	1690	6
1864	1864	6
3269	3269	6
3785	3785	6
253	253	6
103	103	6
189	189	6
289	289	5
722	722	6
4372	4372	6
1687	1687	6
2749	2749	6
2788	2788	6
4632	4632	5
4797	4797	6
3616	3616	6
671	671	6
1380	1380	6
4830	4830	6
2177	2177	6
3504	3504	6
895	895	6
3451	3451	6
2303	2303	6
4410	4410	6
386	386	6
230	230	5
242	242	5
308	308	6
3433	3433	6
4242	4242	6
1227	1227	6
2151	2151	6
4922	4922	6
1654	1654	6
1639	1639	6
405	405	6
4741	4741	6
1862	1862	6
2981	2981	6
792	792	6
1019	1019	6
1957	1957	6
4688	4688	6
4940	4940	6
2200	2200	6
2949	2949	6
2625	2625	6
1558	1558	5
4575	4575	6
2965	2965	6
4262	4262	6
3846	3846	6
4123	4123	6
4536	4536	6
3542	3542	6
517	517	6
119	119	6
2005	2005	6
2699	2699	6
2130	2130	6
4794	4794	6
3333	3333	5
4760	4760	6
1060	1060	6
2413	2413	6
4136	4136	6
3661	3661	6
3805	3805	6
4440	4440	5
3990	3990	6
4467	4467	6
2251	2251	6
4374	4374	6
4846	4846	6
2443	2443	5
2721	2721	6
4167	4167	6
4477	4477	6
3845	3845	6
3010	3010	6
3624	3624	6
3887	3887	6
4826	4826	6
3304	3304	6
835	835	6
906	906	6
4361	4361	6
1945	1945	6
1952	1952	5
2284	2284	5
2886	2886	6
1276	1276	6
1709	1709	6
2613	2613	6
2036	2036	6
3586	3586	6
1113	1113	6
2878	2878	6
3349	3349	5
4367	4367	6
3735	3735	6
3714	3714	6
2107	2107	6
3224	3224	6
1706	1706	6
1731	1731	6
1206	1206	6
630	630	6
4981	4981	6
2017	2017	6
2374	2374	6
2487	2487	6
2417	2417	6
2861	2861	6
1620	1620	6
2876	2876	6
4320	4320	6
4172	4172	6
1763	1763	5
709	709	6
49	49	6
1329	1329	6
1621	1621	6
2953	2953	6
3480	3480	6
2911	2911	6
3759	3759	6
4436	4436	6
2022	2022	5
1183	1183	6
1976	1976	6
2724	2724	6
4415	4415	6
2056	2056	6
3774	3774	6
1968	1968	6
875	875	6
3685	3685	5
1474	1474	6
2643	2643	6
2844	2844	6
4589	4589	6
4944	4944	6
4057	4057	6
4175	4175	6
4956	4956	6
3768	3768	6
969	969	6
78	78	6
57	57	6
482	482	6
3420	3420	6
4033	4033	6
2371	2371	6
3270	3270	6
1412	1412	5
1418	1418	6
5000	5000	5
2805	2805	6
4273	4273	5
1002	1002	6
4987	4987	6
1314	1314	5
1848	1848	6
1517	1517	6
1156	1156	6
607	607	6
946	946	6
1560	1560	6
3945	3945	6
4861	4861	6
962	962	6
1515	1515	6
2091	2091	6
1600	1600	6
3871	3871	6
3958	3958	5
1723	1723	5
1057	1057	6
3737	3737	6
3292	3292	6
4417	4417	6
1052	1052	6
34	34	6
445	445	6
735	735	6
742	742	5
4144	4144	6
1739	1739	6
1744	1744	6
3695	3695	6
3329	3329	6
3633	3633	6
4555	4555	6
1096	1096	5
1178	1178	6
9	9	6
2096	2096	6
1290	1290	6
1567	1567	5
3638	3638	6
4840	4840	6
4702	4702	6
1899	1899	6
2578	2578	6
904	904	6
1163	1163	6
2501	2501	6
2742	2742	6
1258	1258	6
1960	1960	6
4646	4646	6
2602	2602	5
1699	1699	6
1610	1610	6
116	116	6
127	127	6
278	278	6
562	562	5
4478	4478	6
945	945	6
4307	4307	6
3369	3369	6
4256	4256	6
1726	1726	6
503	503	6
2522	2522	6
3078	3078	6
852	852	6
3571	3571	6
4609	4609	6
2743	2743	6
908	908	6
14	14	6
731	731	6
4354	4354	6
1694	1694	6
1796	1796	6
1426	1426	6
1570	1570	6
2700	2700	6
2070	2070	6
528	528	6
2809	2809	6
2877	2877	6
3116	3116	6
3733	3733	5
3311	3311	6
745	745	6
2123	2123	6
2480	2480	6
2750	2750	6
3961	3961	5
27	27	6
198	198	6
1257	1257	6
2495	2495	6
1328	1328	6
848	848	6
3837	3837	6
4366	4366	5
3379	3379	6
4445	4445	6
266	266	6
1234	1234	6
1135	1135	6
396	396	6
114	114	6
244	244	6
2650	2650	6
4299	4299	6
2584	2584	5
867	867	6
1799	1799	6
1868	1868	6
1986	1986	6
3319	3319	6
3219	3219	6
240	240	6
535	535	6
1161	1161	6
2745	2745	6
726	726	6
3068	3068	6
1289	1289	6
2369	2369	6
4269	4269	5
4061	4061	6
2182	2182	6
363	363	6
1153	1153	6
2775	2775	5
3239	3239	6
3530	3530	6
4351	4351	6
4918	4918	6
1202	1202	6
3492	3492	6
3732	3732	6
2959	2959	6
4870	4870	6
4998	4998	5
1430	1430	5
2946	2946	6
1330	1330	6
670	670	6
2318	2318	6
4787	4787	6
2741	2741	6
4050	4050	6
3148	3148	6
2356	2356	6
1465	1465	6
3602	3602	5
3915	3915	6
1722	1722	6
1337	1337	6
1468	1468	6
2502	2502	6
3506	3506	6
4566	4566	6
2046	2046	5
2587	2587	6
3415	3415	6
3669	3669	6
3949	3949	6
1462	1462	5
2912	2912	6
2787	2787	6
2871	2871	6
3524	3524	6
2989	2989	6
3766	3766	6
4210	4210	6
2057	2057	6
2507	2507	6
3300	3300	6
1398	1398	6
274	274	6
813	813	6
2848	2848	6
3301	3301	6
2337	2337	6
3831	3831	6
3028	3028	6
4086	4086	6
3721	3721	6
1168	1168	6
1180	1180	5
2466	2466	6
645	645	6
1627	1627	6
